age,job,marital,education,default,housing,loan,contact,month,day,duration,poutcome
42,admin.,divorced,secondary,no,no,yes,cellular,apr,20,112,unknown
54,unemployed,divorced,secondary,no,no,no,cellular,apr,20,241,unknown
27,blue-collar,married,secondary,no,no,no,cellular,apr,20,163,unknown
73,retired,married,primary,no,no,no,cellular,apr,20,345,unknown
33,management,single,tertiary,no,no,no,cellular,apr,20,163,unknown
51,entrepreneur,married,tertiary,no,no,no,cellular,apr,20,267,unknown
32,management,single,tertiary,no,yes,no,cellular,apr,20,114,unknown
33,technician,married,secondary,no,yes,no,cellular,apr,20,1817,unknown
26,services,single,secondary,no,no,no,cellular,apr,20,120,unknown
32,technician,single,secondary,no,yes,no,cellular,apr,20,121,unknown
41,blue-collar,divorced,primary,no,yes,no,cellular,apr,20,1272,unknown
39,blue-collar,married,unknown,no,yes,no,cellular,apr,20,1333,unknown
24,student,single,secondary,no,yes,no,cellular,apr,20,943,unknown
37,blue-collar,divorced,secondary,no,yes,no,cellular,apr,21,146,unknown
35,management,single,tertiary,no,yes,no,cellular,apr,21,333,unknown
26,student,single,tertiary,no,no,no,cellular,apr,21,110,unknown
29,technician,single,secondary,no,no,no,cellular,apr,21,274,unknown
63,retired,married,unknown,no,no,no,telephone,apr,21,1348,unknown
95,retired,divorced,primary,no,no,no,telephone,apr,21,207,unknown
65,retired,married,tertiary,no,no,no,telephone,apr,21,396,unknown
59,technician,married,secondary,no,no,no,cellular,apr,21,100,unknown
35,management,single,tertiary,no,no,no,cellular,apr,21,164,unknown
74,retired,married,secondary,no,no,no,cellular,apr,21,211,unknown
56,unemployed,married,primary,no,no,no,cellular,apr,21,243,unknown
26,student,single,tertiary,no,no,no,cellular,apr,21,464,unknown
30,blue-collar,single,unknown,no,no,no,cellular,apr,21,149,unknown
29,self-employed,married,secondary,no,no,yes,cellular,apr,21,158,success
78,retired,married,primary,no,no,no,telephone,apr,21,137,unknown
45,unknown,divorced,unknown,no,no,no,cellular,apr,21,278,unknown
29,blue-collar,single,secondary,no,yes,yes,cellular,apr,21,379,unknown
39,admin.,married,tertiary,no,no,no,cellular,apr,21,204,unknown
45,management,married,tertiary,no,no,no,cellular,apr,21,65,unknown
45,technician,married,tertiary,no,no,no,cellular,apr,22,341,unknown
36,student,single,secondary,no,no,no,cellular,apr,22,621,unknown
41,unknown,single,unknown,no,no,no,cellular,apr,22,219,unknown
38,technician,married,secondary,no,yes,no,cellular,apr,22,315,unknown
33,admin.,married,tertiary,no,no,no,cellular,apr,22,104,failure
30,services,married,tertiary,no,no,no,cellular,apr,22,145,unknown
65,retired,married,primary,no,no,no,cellular,apr,22,229,unknown
75,retired,married,tertiary,no,no,no,cellular,apr,22,240,unknown
65,management,divorced,tertiary,no,yes,no,cellular,apr,22,416,unknown
53,management,married,tertiary,no,no,no,cellular,apr,22,307,failure
40,management,married,primary,no,yes,no,cellular,apr,22,232,unknown
31,admin.,single,tertiary,no,yes,no,cellular,apr,22,124,other
25,student,single,secondary,no,no,no,cellular,apr,22,107,unknown
37,technician,married,secondary,no,yes,no,cellular,apr,22,1288,unknown
32,management,single,tertiary,no,no,no,cellular,apr,22,545,unknown
45,management,married,tertiary,no,no,no,cellular,apr,23,229,unknown
35,management,married,tertiary,no,no,no,cellular,apr,23,93,unknown
74,retired,married,primary,no,no,no,cellular,apr,23,266,unknown
37,management,married,tertiary,no,yes,no,cellular,apr,23,242,failure
59,blue-collar,married,primary,no,no,no,cellular,apr,23,172,unknown
76,management,married,unknown,no,yes,no,telephone,apr,23,413,unknown
25,blue-collar,single,secondary,no,no,no,cellular,apr,23,163,unknown
27,services,single,secondary,no,no,no,cellular,apr,23,206,unknown
39,admin.,married,secondary,no,no,no,cellular,apr,23,522,unknown
24,services,single,unknown,no,no,no,cellular,apr,23,159,unknown
28,blue-collar,single,tertiary,no,no,no,cellular,apr,23,116,unknown
51,management,married,tertiary,no,no,no,cellular,apr,23,113,unknown
66,retired,married,primary,no,no,no,cellular,apr,23,158,unknown
28,unemployed,single,primary,no,no,no,cellular,apr,23,203,unknown
30,management,single,tertiary,no,no,no,cellular,apr,24,235,unknown
58,blue-collar,married,secondary,no,yes,no,cellular,apr,24,160,unknown
32,management,single,tertiary,no,yes,no,cellular,apr,24,227,failure
31,technician,single,tertiary,no,no,no,cellular,apr,24,202,failure
71,technician,married,tertiary,no,no,no,cellular,apr,27,388,unknown
37,admin.,married,tertiary,no,yes,no,cellular,apr,27,124,unknown
56,management,divorced,tertiary,no,no,no,cellular,apr,27,497,unknown
65,retired,married,primary,no,no,no,cellular,apr,27,148,unknown
72,self-employed,married,tertiary,no,no,no,cellular,apr,27,444,unknown
51,admin.,single,secondary,no,yes,no,cellular,apr,27,89,unknown
35,blue-collar,married,secondary,no,yes,no,cellular,apr,29,507,other
34,blue-collar,married,secondary,no,yes,no,cellular,apr,29,636,unknown
29,admin.,married,secondary,no,yes,no,cellular,apr,29,961,failure
30,technician,single,tertiary,no,no,no,cellular,apr,29,375,unknown
39,technician,single,secondary,no,yes,no,cellular,apr,30,510,unknown
45,management,married,tertiary,no,no,no,cellular,apr,30,587,unknown
28,admin.,single,secondary,no,no,no,cellular,apr,30,571,unknown
52,unemployed,married,secondary,no,no,no,cellular,apr,30,244,unknown
59,retired,married,primary,no,no,no,cellular,apr,30,400,unknown
38,services,married,secondary,no,yes,no,cellular,apr,30,701,success
47,technician,married,secondary,no,yes,no,cellular,apr,30,968,failure
52,management,married,tertiary,no,no,no,cellular,apr,30,381,failure
38,management,married,tertiary,no,yes,no,cellular,apr,30,571,unknown
29,student,single,secondary,no,no,no,cellular,apr,30,239,unknown
36,unemployed,single,tertiary,no,no,no,cellular,apr,30,195,success
58,retired,married,tertiary,no,no,no,cellular,apr,30,224,unknown
31,technician,married,tertiary,no,no,no,cellular,apr,30,739,unknown
59,retired,divorced,secondary,no,yes,no,cellular,apr,30,720,unknown
47,blue-collar,married,secondary,no,yes,no,cellular,apr,30,412,success
36,admin.,married,secondary,no,no,no,cellular,apr,30,208,success
21,student,single,secondary,no,no,no,cellular,apr,30,871,unknown
23,student,single,secondary,no,no,no,cellular,apr,30,297,success
47,blue-collar,married,secondary,no,yes,no,cellular,apr,30,231,unknown
29,management,single,tertiary,no,no,no,cellular,apr,30,365,success
25,management,single,tertiary,no,no,no,cellular,apr,30,512,unknown
37,technician,married,secondary,no,no,no,cellular,apr,30,281,unknown
33,admin.,married,secondary,no,yes,no,cellular,apr,30,335,unknown
59,technician,married,secondary,no,no,no,cellular,apr,30,815,other
58,management,divorced,tertiary,no,no,no,cellular,apr,30,354,success
44,blue-collar,married,unknown,no,yes,no,cellular,apr,30,347,unknown
48,blue-collar,married,secondary,no,no,no,cellular,apr,30,271,success
34,self-employed,married,primary,no,yes,yes,cellular,apr,30,383,unknown
42,technician,married,unknown,no,no,no,cellular,apr,30,368,unknown
54,admin.,divorced,secondary,no,no,no,cellular,apr,30,1277,other
42,technician,married,tertiary,no,no,no,cellular,apr,30,354,success
42,blue-collar,married,primary,no,yes,no,cellular,apr,30,841,failure
44,self-employed,divorced,tertiary,no,yes,no,cellular,apr,30,381,other
37,blue-collar,married,secondary,no,no,no,cellular,apr,30,390,unknown
29,student,single,secondary,no,no,no,cellular,apr,30,465,unknown
47,unknown,married,unknown,no,no,no,cellular,apr,30,900,failure
24,management,single,tertiary,no,no,no,cellular,apr,30,779,unknown
34,admin.,single,secondary,no,no,yes,cellular,apr,30,246,unknown
30,management,single,tertiary,no,no,no,cellular,apr,30,554,success
46,technician,married,secondary,no,no,no,cellular,apr,30,200,other
34,services,married,secondary,no,no,no,cellular,apr,30,442,unknown
59,retired,married,secondary,no,no,no,cellular,apr,30,237,unknown
35,management,single,tertiary,no,yes,no,cellular,apr,30,687,success
33,technician,married,tertiary,no,no,no,cellular,apr,30,439,unknown
35,management,married,tertiary,no,yes,no,cellular,apr,30,565,failure
37,management,married,tertiary,no,no,no,cellular,apr,30,244,unknown
35,admin.,single,tertiary,no,no,no,cellular,apr,30,400,failure
38,technician,single,tertiary,no,no,no,cellular,apr,30,800,unknown
33,blue-collar,single,unknown,no,yes,yes,cellular,apr,30,482,failure
42,management,married,tertiary,no,yes,no,cellular,apr,30,316,failure
33,management,married,tertiary,no,no,no,cellular,apr,30,526,failure
53,management,married,tertiary,no,no,no,cellular,apr,30,284,success
53,services,married,secondary,no,no,no,cellular,apr,30,423,unknown
31,management,single,tertiary,no,no,no,cellular,apr,30,209,unknown
26,admin.,single,secondary,no,no,no,cellular,apr,30,457,success
30,technician,single,secondary,no,yes,no,cellular,apr,30,268,unknown
24,admin.,single,secondary,no,no,no,cellular,apr,30,354,unknown
28,management,single,tertiary,no,no,no,cellular,apr,30,309,unknown
26,unemployed,single,tertiary,no,no,no,cellular,apr,30,439,unknown
35,technician,married,secondary,no,yes,no,cellular,apr,30,616,unknown
28,technician,single,secondary,no,no,no,cellular,apr,30,278,unknown
30,admin.,single,secondary,no,no,no,cellular,apr,30,437,success
32,management,married,tertiary,no,no,no,cellular,apr,30,532,unknown
52,self-employed,married,tertiary,no,no,no,telephone,apr,30,917,unknown
38,management,married,tertiary,no,no,no,cellular,apr,30,242,success
34,self-employed,single,tertiary,no,no,no,cellular,apr,30,430,unknown
29,technician,single,secondary,no,no,no,cellular,apr,30,483,success
30,management,single,tertiary,no,no,no,cellular,apr,30,306,unknown
31,services,single,secondary,no,no,no,cellular,apr,30,325,unknown
24,student,single,primary,no,no,no,cellular,apr,30,551,unknown
25,management,single,tertiary,no,no,no,cellular,apr,30,458,unknown
47,management,single,tertiary,no,no,no,cellular,apr,30,387,success
33,student,single,unknown,no,no,no,cellular,apr,30,352,unknown
34,admin.,single,tertiary,no,yes,yes,cellular,apr,30,359,unknown
36,technician,single,tertiary,no,no,no,cellular,apr,30,260,unknown
50,management,married,tertiary,no,no,no,cellular,apr,30,780,unknown
34,management,single,tertiary,no,no,no,cellular,apr,30,580,success
54,technician,divorced,secondary,no,yes,no,cellular,apr,30,258,success
47,technician,married,tertiary,no,no,no,cellular,apr,30,376,unknown
31,admin.,married,secondary,no,no,no,cellular,apr,30,615,unknown
36,management,married,tertiary,no,yes,no,cellular,apr,30,555,unknown
35,services,married,unknown,no,no,no,cellular,apr,30,951,unknown
25,student,single,secondary,no,no,no,cellular,apr,30,664,unknown
46,management,married,tertiary,no,no,no,cellular,apr,30,970,failure
49,entrepreneur,single,secondary,no,no,no,cellular,apr,30,618,unknown
47,blue-collar,married,primary,no,yes,no,cellular,apr,30,774,failure
35,management,single,tertiary,no,no,no,cellular,apr,30,175,unknown
30,technician,married,secondary,no,no,no,cellular,apr,30,861,unknown
31,management,single,tertiary,no,no,no,cellular,apr,30,327,unknown
55,admin.,married,secondary,no,no,no,cellular,apr,30,241,unknown
25,admin.,single,secondary,no,no,no,cellular,apr,30,327,unknown
26,technician,single,secondary,no,no,no,cellular,apr,30,380,unknown
85,retired,married,primary,no,no,no,cellular,apr,30,416,unknown
29,management,single,tertiary,no,no,no,cellular,apr,30,645,unknown
39,management,married,tertiary,no,no,no,cellular,apr,30,342,other
33,blue-collar,single,secondary,no,no,no,cellular,apr,30,301,unknown
33,blue-collar,single,tertiary,no,no,no,cellular,apr,30,169,success
58,management,married,tertiary,no,yes,no,cellular,apr,30,750,other
61,retired,divorced,secondary,no,no,no,cellular,apr,30,427,unknown
50,admin.,single,secondary,no,no,no,cellular,apr,30,652,unknown
54,technician,married,secondary,no,no,no,telephone,apr,30,766,success
33,technician,married,tertiary,no,no,no,cellular,apr,30,227,unknown
36,admin.,single,secondary,no,no,no,cellular,apr,30,230,unknown
31,management,single,tertiary,no,no,no,cellular,apr,30,502,success
24,student,single,secondary,no,no,no,cellular,apr,30,567,unknown
29,management,single,tertiary,no,yes,no,cellular,apr,30,501,unknown
40,management,married,tertiary,no,no,no,telephone,apr,30,712,unknown
29,blue-collar,single,secondary,no,yes,yes,cellular,apr,30,259,other
30,admin.,single,tertiary,no,no,no,cellular,apr,30,633,success
45,blue-collar,married,secondary,no,no,no,cellular,may,4,675,unknown
37,management,single,tertiary,no,no,no,cellular,may,4,384,unknown
28,unemployed,single,primary,no,no,no,cellular,may,4,193,failure
33,management,single,tertiary,no,no,no,cellular,may,4,267,failure
33,technician,married,secondary,no,no,no,cellular,may,4,218,unknown
45,blue-collar,married,secondary,no,yes,no,cellular,may,4,447,unknown
25,student,single,tertiary,no,no,no,cellular,may,4,597,unknown
41,blue-collar,married,secondary,no,no,no,cellular,may,4,963,success
38,technician,divorced,secondary,no,yes,no,cellular,may,4,301,success
47,technician,married,secondary,no,no,no,cellular,may,4,417,success
49,management,married,tertiary,no,no,no,telephone,may,4,1076,success
42,admin.,single,secondary,no,yes,no,cellular,may,4,251,unknown
33,technician,single,tertiary,no,yes,no,cellular,may,4,592,success
36,admin.,married,tertiary,no,no,no,cellular,may,4,322,unknown
60,technician,married,secondary,no,no,no,cellular,may,4,545,failure
33,technician,married,secondary,no,yes,no,cellular,may,4,532,unknown
33,technician,married,secondary,no,no,no,cellular,may,4,367,unknown
33,services,single,secondary,no,yes,no,cellular,may,4,297,other
32,student,single,tertiary,no,no,no,cellular,may,4,214,success
36,self-employed,married,secondary,no,yes,yes,cellular,may,4,1046,success
45,technician,married,secondary,no,no,no,cellular,may,4,237,unknown
35,management,married,tertiary,no,yes,no,cellular,may,4,458,failure
38,management,divorced,tertiary,no,yes,no,cellular,may,4,922,unknown
30,self-employed,married,tertiary,no,no,no,cellular,may,4,781,success
31,technician,married,secondary,no,yes,no,cellular,may,4,347,unknown
32,self-employed,divorced,tertiary,no,no,no,cellular,may,4,949,unknown
44,self-employed,married,unknown,no,yes,no,cellular,may,4,364,unknown
39,management,single,tertiary,no,yes,no,cellular,may,4,815,failure
45,blue-collar,married,primary,no,yes,no,cellular,may,4,742,unknown
32,blue-collar,single,secondary,no,no,no,cellular,may,4,268,unknown
39,management,single,tertiary,no,yes,no,cellular,may,4,716,failure
30,management,single,tertiary,no,no,no,cellular,may,4,365,unknown
63,management,married,unknown,no,no,no,telephone,may,4,475,unknown
56,retired,married,primary,no,no,no,cellular,may,4,617,unknown
26,technician,single,secondary,no,yes,no,cellular,may,4,1091,unknown
37,student,single,unknown,no,no,no,cellular,may,4,1063,unknown
29,management,single,tertiary,no,no,no,cellular,may,4,267,unknown
24,student,single,secondary,no,no,no,telephone,may,4,340,unknown
35,entrepreneur,married,secondary,no,no,no,cellular,may,4,429,failure
43,technician,married,tertiary,no,no,no,telephone,may,4,331,unknown
39,blue-collar,married,secondary,no,no,no,cellular,may,4,841,unknown
59,retired,divorced,secondary,no,no,no,cellular,may,4,673,success
50,blue-collar,married,primary,no,yes,no,cellular,may,5,762,unknown
44,services,divorced,secondary,no,yes,no,cellular,may,5,895,unknown
35,student,single,secondary,no,yes,no,cellular,may,5,863,success
30,blue-collar,married,secondary,no,yes,no,cellular,may,5,525,unknown
58,admin.,married,secondary,no,yes,yes,cellular,may,5,1090,unknown
37,management,married,tertiary,no,yes,no,cellular,may,5,838,unknown
39,management,married,tertiary,no,yes,no,cellular,may,5,811,unknown
31,blue-collar,single,secondary,no,yes,no,cellular,may,5,568,failure
33,self-employed,single,tertiary,no,yes,no,cellular,may,5,955,unknown
41,management,married,tertiary,no,yes,no,cellular,may,5,788,unknown
44,services,married,secondary,no,yes,no,cellular,may,5,894,unknown
46,blue-collar,married,unknown,no,yes,no,cellular,may,5,725,unknown
30,technician,single,secondary,no,yes,yes,cellular,may,5,670,failure
35,admin.,married,secondary,no,yes,no,cellular,may,5,862,other
27,admin.,married,secondary,no,yes,yes,cellular,may,6,653,success
39,technician,divorced,tertiary,yes,no,no,cellular,may,6,488,unknown
32,self-employed,single,tertiary,no,yes,no,cellular,may,6,767,unknown
37,technician,divorced,secondary,no,yes,no,cellular,may,6,848,failure
31,technician,single,secondary,no,yes,yes,cellular,may,6,530,unknown
30,management,divorced,tertiary,no,yes,yes,cellular,may,6,984,failure
34,entrepreneur,married,tertiary,no,yes,no,cellular,may,6,611,failure
31,blue-collar,single,secondary,no,yes,yes,cellular,may,6,1205,unknown
27,admin.,married,secondary,no,yes,no,cellular,may,6,837,unknown
36,management,single,tertiary,no,yes,no,cellular,may,6,839,success
32,admin.,married,secondary,no,yes,no,cellular,may,6,519,failure
49,management,married,secondary,no,yes,no,cellular,may,6,687,failure
29,admin.,single,secondary,no,yes,no,cellular,may,6,540,unknown
29,admin.,single,secondary,no,yes,no,cellular,may,6,754,unknown
28,blue-collar,single,secondary,no,yes,no,cellular,may,6,554,unknown
60,management,married,tertiary,no,yes,no,cellular,may,6,396,unknown
33,management,married,secondary,no,yes,no,cellular,may,6,765,failure
35,management,married,tertiary,no,yes,no,cellular,may,6,1489,unknown
31,management,single,tertiary,no,yes,yes,cellular,may,6,1347,failure
40,management,married,tertiary,no,yes,yes,cellular,may,6,1074,failure
29,management,married,tertiary,no,yes,no,cellular,may,6,667,unknown
35,management,married,tertiary,no,yes,no,cellular,may,6,686,unknown
32,management,married,tertiary,no,yes,yes,cellular,may,7,923,unknown
26,management,single,tertiary,no,yes,no,cellular,may,7,457,unknown
42,blue-collar,married,primary,no,yes,no,cellular,may,7,757,failure
33,admin.,single,tertiary,no,yes,no,cellular,may,7,1046,unknown
36,management,single,tertiary,no,yes,no,cellular,may,7,855,failure
35,management,single,tertiary,no,yes,yes,cellular,may,7,542,unknown
30,services,single,secondary,no,yes,no,cellular,may,7,609,success
59,admin.,single,secondary,no,yes,yes,cellular,may,7,574,unknown
44,blue-collar,married,primary,no,yes,no,cellular,may,7,983,unknown
50,services,married,primary,no,yes,yes,cellular,may,7,661,other
51,technician,married,secondary,no,yes,no,cellular,may,7,623,unknown
51,admin.,married,secondary,no,no,no,cellular,may,7,476,other
60,blue-collar,married,unknown,no,yes,no,cellular,may,7,957,unknown
29,technician,single,tertiary,no,yes,no,cellular,may,7,347,failure
43,management,married,tertiary,no,yes,no,cellular,may,7,1030,success
31,admin.,single,secondary,no,yes,no,cellular,may,7,895,failure
26,blue-collar,single,secondary,no,yes,no,cellular,may,7,798,unknown
23,housemaid,married,tertiary,no,yes,no,cellular,may,7,1391,unknown
49,blue-collar,single,primary,no,yes,no,cellular,may,7,1516,other
42,unemployed,married,secondary,no,yes,no,cellular,may,7,787,failure
39,blue-collar,married,secondary,no,yes,no,cellular,may,7,877,unknown
45,admin.,married,secondary,yes,yes,yes,cellular,may,7,553,other
45,services,divorced,secondary,no,yes,yes,cellular,may,7,1135,failure
39,technician,divorced,secondary,no,yes,no,cellular,may,7,882,unknown
45,blue-collar,divorced,secondary,no,yes,no,cellular,may,7,878,failure
39,admin.,single,secondary,no,yes,no,cellular,may,8,491,failure
23,technician,single,secondary,no,yes,no,cellular,may,8,763,unknown
57,admin.,married,secondary,no,yes,no,cellular,may,8,704,failure
32,blue-collar,married,secondary,no,yes,no,cellular,may,8,501,unknown
29,management,single,tertiary,no,yes,no,cellular,may,8,606,unknown
42,management,married,tertiary,no,yes,no,cellular,may,8,579,success
47,blue-collar,divorced,primary,no,yes,yes,cellular,may,8,1080,unknown
36,management,married,tertiary,no,yes,no,cellular,may,8,308,unknown
57,management,married,tertiary,no,yes,yes,cellular,may,8,662,success
36,technician,single,tertiary,no,yes,no,cellular,may,8,568,unknown
53,technician,single,tertiary,no,yes,no,cellular,may,8,1448,unknown
56,blue-collar,divorced,primary,no,yes,yes,cellular,may,8,728,unknown
33,admin.,divorced,tertiary,no,no,no,cellular,may,8,398,unknown
59,retired,married,tertiary,no,yes,yes,cellular,may,8,685,other
47,retired,married,primary,no,no,yes,telephone,may,8,479,failure
42,management,married,tertiary,no,yes,yes,cellular,may,8,682,failure
38,self-employed,single,tertiary,no,yes,no,cellular,may,8,423,unknown
40,self-employed,married,secondary,no,yes,no,cellular,may,11,657,unknown
41,admin.,single,secondary,no,yes,yes,cellular,may,11,1038,failure
43,management,divorced,tertiary,no,yes,no,cellular,may,11,1514,failure
24,services,married,secondary,no,yes,no,cellular,may,11,733,unknown
40,services,married,secondary,no,yes,no,cellular,may,11,666,unknown
40,blue-collar,married,secondary,no,no,no,cellular,may,11,1017,unknown
34,services,single,secondary,no,yes,no,cellular,may,11,610,unknown
36,management,single,tertiary,no,yes,no,cellular,may,11,608,unknown
38,services,married,secondary,no,yes,no,cellular,may,11,475,failure
39,blue-collar,married,secondary,no,yes,no,cellular,may,11,1232,unknown
25,student,single,primary,no,yes,no,cellular,may,11,819,unknown
39,management,married,tertiary,no,yes,no,cellular,may,11,877,other
41,blue-collar,married,secondary,no,yes,no,cellular,may,11,911,unknown
36,admin.,divorced,secondary,no,yes,no,cellular,may,12,365,unknown
34,entrepreneur,married,primary,no,yes,no,cellular,may,12,882,unknown
34,admin.,divorced,secondary,no,yes,no,cellular,may,12,515,failure
38,housemaid,single,primary,no,yes,no,cellular,may,12,1203,failure
40,blue-collar,married,secondary,no,yes,no,cellular,may,12,560,unknown
31,admin.,married,secondary,no,yes,yes,cellular,may,12,703,unknown
37,blue-collar,married,primary,no,yes,yes,cellular,may,12,690,unknown
58,entrepreneur,married,secondary,no,yes,no,cellular,may,12,1272,unknown
48,services,divorced,secondary,no,yes,no,cellular,may,12,1062,other
35,blue-collar,married,primary,no,yes,yes,cellular,may,12,826,unknown
34,admin.,single,secondary,no,yes,no,cellular,may,12,590,other
51,blue-collar,married,secondary,no,yes,no,cellular,may,12,918,unknown
39,management,single,tertiary,no,yes,no,cellular,may,12,1182,failure
39,admin.,married,secondary,no,yes,no,cellular,may,12,454,failure
36,blue-collar,divorced,primary,no,yes,no,cellular,may,12,725,unknown
47,services,married,secondary,no,yes,no,cellular,may,12,309,success
35,blue-collar,single,secondary,no,yes,no,cellular,may,12,549,success
33,blue-collar,married,secondary,no,yes,no,cellular,may,12,844,unknown
47,admin.,married,secondary,no,yes,yes,cellular,may,12,409,other
38,services,single,secondary,no,yes,no,cellular,may,12,1531,unknown
46,blue-collar,married,primary,no,yes,no,cellular,may,12,1063,success
42,blue-collar,married,primary,no,yes,yes,cellular,may,12,829,unknown
47,blue-collar,married,secondary,no,yes,yes,cellular,may,12,289,unknown
37,admin.,single,primary,no,yes,no,cellular,may,12,637,other
31,admin.,single,tertiary,no,yes,no,cellular,may,12,609,unknown
46,technician,married,secondary,no,yes,yes,cellular,may,12,614,unknown
36,services,single,secondary,no,yes,no,cellular,may,12,398,unknown
40,services,married,secondary,no,yes,no,cellular,may,12,750,unknown
39,management,married,tertiary,no,yes,no,cellular,may,12,775,unknown
45,self-employed,divorced,tertiary,no,yes,no,cellular,may,12,528,unknown
59,admin.,married,secondary,no,yes,no,telephone,may,12,556,success
34,blue-collar,married,secondary,no,no,yes,cellular,may,12,737,unknown
40,blue-collar,married,unknown,no,yes,no,cellular,may,13,477,unknown
50,blue-collar,married,primary,no,yes,no,cellular,may,13,863,unknown
36,blue-collar,married,primary,no,yes,no,cellular,may,13,774,failure
35,admin.,single,secondary,no,yes,no,cellular,may,13,1073,unknown
36,blue-collar,single,secondary,no,yes,no,cellular,may,13,610,unknown
35,blue-collar,single,primary,no,yes,no,cellular,may,13,850,unknown
47,blue-collar,married,primary,no,yes,no,cellular,may,13,659,unknown
47,housemaid,single,primary,no,yes,no,cellular,may,13,570,unknown
38,blue-collar,married,primary,no,no,no,cellular,may,13,516,unknown
33,management,single,tertiary,no,yes,no,cellular,may,13,585,unknown
38,blue-collar,married,primary,no,yes,no,cellular,may,13,606,unknown
39,blue-collar,married,secondary,no,yes,no,cellular,may,13,590,unknown
43,housemaid,single,primary,no,yes,no,cellular,may,13,902,unknown
33,technician,married,secondary,no,yes,no,cellular,may,13,669,failure
34,blue-collar,married,secondary,no,yes,no,cellular,may,13,394,unknown
28,admin.,divorced,secondary,no,yes,no,cellular,may,13,302,success
34,blue-collar,married,secondary,no,yes,no,cellular,may,13,333,unknown
42,blue-collar,single,secondary,no,yes,yes,cellular,may,13,951,failure
33,management,married,tertiary,no,yes,no,cellular,may,13,562,unknown
39,management,married,tertiary,no,yes,no,cellular,may,13,734,unknown
32,management,single,tertiary,no,yes,no,cellular,may,13,568,unknown
34,management,single,tertiary,no,yes,no,cellular,may,13,747,failure
32,blue-collar,single,primary,no,yes,no,cellular,may,13,716,unknown
48,admin.,divorced,secondary,no,yes,no,cellular,may,13,1101,unknown
31,admin.,married,secondary,no,yes,no,cellular,may,13,394,unknown
33,services,married,secondary,no,yes,no,cellular,may,13,1207,unknown
48,services,divorced,secondary,no,yes,yes,cellular,may,13,674,unknown
33,blue-collar,single,primary,no,yes,no,telephone,may,13,622,unknown
30,student,single,tertiary,no,yes,no,cellular,may,13,314,unknown
35,management,single,tertiary,no,yes,no,cellular,may,13,809,failure
51,blue-collar,divorced,primary,no,yes,no,cellular,may,13,829,failure
38,services,single,secondary,no,yes,no,cellular,may,13,937,unknown
39,blue-collar,single,primary,no,yes,yes,cellular,may,13,1975,unknown
27,blue-collar,single,primary,no,yes,no,cellular,may,13,1119,unknown
50,technician,divorced,secondary,no,yes,yes,cellular,may,13,698,failure
34,management,single,tertiary,no,yes,no,cellular,may,13,649,unknown
38,blue-collar,divorced,primary,no,yes,no,cellular,may,13,531,unknown
29,services,divorced,secondary,no,yes,no,cellular,may,13,1279,unknown
40,blue-collar,married,primary,no,yes,no,cellular,may,13,873,failure
32,technician,single,tertiary,no,yes,yes,cellular,may,13,440,unknown
38,blue-collar,married,primary,no,yes,no,telephone,may,13,689,unknown
36,admin.,divorced,secondary,no,yes,no,cellular,may,14,722,success
28,blue-collar,single,primary,no,yes,no,cellular,may,14,533,other
49,blue-collar,married,secondary,no,yes,no,cellular,may,14,558,unknown
26,blue-collar,single,secondary,no,yes,no,cellular,may,14,667,unknown
44,admin.,divorced,secondary,no,yes,no,cellular,may,14,717,unknown
49,management,married,tertiary,no,yes,no,cellular,may,14,590,other
31,self-employed,single,tertiary,no,yes,no,cellular,may,14,745,failure
55,blue-collar,divorced,primary,no,no,no,cellular,may,14,854,failure
32,management,married,tertiary,no,yes,no,cellular,may,14,646,unknown
35,services,married,secondary,no,yes,no,cellular,may,14,345,unknown
35,blue-collar,single,secondary,no,yes,no,cellular,may,14,456,failure
31,admin.,married,secondary,no,yes,no,cellular,may,14,680,success
28,admin.,divorced,secondary,no,yes,yes,cellular,may,14,578,unknown
39,management,married,tertiary,no,yes,no,cellular,may,14,633,other
48,blue-collar,married,primary,no,yes,yes,cellular,may,14,307,failure
32,admin.,married,secondary,no,yes,no,cellular,may,14,607,unknown
41,blue-collar,married,secondary,no,yes,no,cellular,may,14,874,failure
34,management,married,tertiary,no,yes,no,cellular,may,14,492,failure
32,blue-collar,single,secondary,no,yes,no,cellular,may,14,563,unknown
34,admin.,married,primary,no,yes,yes,cellular,may,14,1020,unknown
36,self-employed,divorced,tertiary,no,yes,no,cellular,may,14,1723,success
29,admin.,divorced,secondary,no,yes,no,cellular,may,14,406,unknown
54,management,divorced,tertiary,no,yes,no,cellular,may,14,691,unknown
29,blue-collar,married,secondary,no,yes,no,cellular,may,14,1129,unknown
35,blue-collar,divorced,secondary,no,yes,no,cellular,may,14,191,failure
36,blue-collar,married,secondary,no,yes,no,cellular,may,14,224,unknown
37,services,married,secondary,no,yes,no,cellular,may,14,616,unknown
37,management,divorced,tertiary,no,yes,no,cellular,may,14,668,unknown
31,blue-collar,single,secondary,no,yes,no,cellular,may,14,479,success
33,admin.,single,secondary,no,yes,yes,cellular,may,14,888,unknown
59,retired,divorced,secondary,no,no,no,cellular,may,14,1060,unknown
30,blue-collar,married,secondary,no,yes,no,cellular,may,14,566,unknown
53,services,divorced,secondary,no,yes,no,cellular,may,14,959,other
26,blue-collar,married,secondary,no,yes,no,cellular,may,14,1094,unknown
30,admin.,single,secondary,no,yes,no,cellular,may,14,884,failure
